letter,startPosition,endPosition,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redStartLocation,redEndLocation,category
H,beta3,zeta15,tog,same,anti,cw,+,e,ne,anti,cw,-,e,w,1
H,beta3,eta1,tog,same,anti,cw,-,e,nw,anti,cw,+,e,n,1
H,beta3,eta15,tog,same,anti,cw,-,e,nw,anti,cw,-,e,w,1
I,beta3,zeta1,tog,same,anti,ccw,+,e,sw,pro,cw,+,e,n,1
I,beta3,eta7,tog,same,anti,ccw,+,e,sw,pro,cw,-,e,w,1
I,beta3,zeta9,tog,same,anti,ccw,-,e,se,pro,cw,+,e,n,1
I,beta3,zeta7,tog,same,anti,ccw,-,e,se,pro,cw,-,e,w,1
I,beta5,eta1,tog,same,anti,ccw,+,s,nw,pro,cw,+,s,n,1
I,beta5,eta15,tog,same,anti,ccw,+,s,nw,pro,cw,-,s,w,1
I,beta5,zeta1,tog,same,anti,ccw,-,s,sw,pro,cw,+,s,n,1
I,beta5,eta7,tog,same,anti,ccw,-,s,sw,pro,cw,-,s,w,1
I,beta7,eta9,tog,same,anti,ccw,+,w,ne,pro,cw,+,w,n,1
I,beta7,zeta15,tog,same,anti,ccw,+,w,ne,pro,cw,-,w,w,1
I,beta7,eta1,tog,same,anti,ccw,-,w,nw,pro,cw,+,w,n,1
I,beta7,eta15,tog,same,anti,ccw,-,w,nw,pro,cw,-,w,w,1
I,beta1,zeta9,tog,same,anti,ccw,+,n,se,pro,cw,+,n,n,1
I,beta1,zeta7,tog,same,anti,ccw,+,n,se,pro,cw,-,n,w,1
I,beta1,eta9,tog,same,anti,ccw,-,n,ne,pro,cw,+,n,n,1
I,beta1,zeta15,tog,same,anti,ccw,-,n,ne,pro,cw,-,n,w,1
I,beta7,zeta1,tog,same,anti,cw,+,w,sw,pro,ccw,+,w,n,1
I,beta7,eta7,tog,same,anti,cw,+,w,sw,pro,ccw,-,w,w,1
I,beta7,zeta9,tog,same,anti,cw,-,w,se,pro,ccw,+,w,n,1
I,beta7,zeta7,tog,same,anti,cw,-,w,se,pro,ccw,-,w,w,1
I,beta1,eta1,tog,same,anti,cw,+,n,nw,pro,ccw,+,n,n,1
I,beta1,eta15,tog,same,anti,cw,+,n,nw,pro,ccw,-,n,w,1
I,beta1,zeta1,tog,same,anti,cw,-,n,sw,pro,ccw,+,n,n,1
I,beta1,eta7,tog,same,anti,cw,-,n,sw,pro,ccw,-,n,w,1
I,beta5,zeta9,tog,same,anti,cw,+,s,se,pro,ccw,+,s,n,1
I,beta5,zeta7,tog,same,anti,cw,+,s,se,pro,ccw,-,s,w,1
I,beta5,eta9,tog,same,anti,cw,-,s,ne,pro,ccw,+,s,n,1
I,beta5,zeta15,tog,same,anti,cw,-,s,ne,pro,ccw,-,s,w,1
I,beta3,eta9,tog,same,anti,cw,+,e,ne,pro,ccw,+,e,n,1
I,beta3,zeta15,tog,same,anti,cw,+,e,ne,pro,ccw,-,e,w,1
I,beta3,eta1,tog,same,anti,cw,-,e,nw,pro,ccw,+,e,n,1
I,beta3,eta15,tog,same,anti,cw,-,e,nw,pro,ccw,-,e,w,1
I,beta3,zeta1,tog,same,pro,cw,+,e,sw,anti,ccw,+,e,n,1
I,beta3,eta7,tog,same,pro,cw,+,e,sw,anti,ccw,-,e,w,1
I,beta3,zeta9,tog,same,pro,cw,-,e,se,anti,ccw,+,e,n,1
I,beta3,zeta7,tog,same,pro,cw,-,e,se,anti,ccw,-,e,w,1
I,beta5,eta1,tog,same,pro,cw,+,s,nw,anti,ccw,+,s,n,1
I,beta5,eta15,tog,same,pro,cw,+,s,nw,anti,ccw,-,s,w,1
I,beta5,zeta1,tog,same,pro,cw,-,s,sw,anti,ccw,+,s,n,1
I,beta5,eta7,tog,same,pro,cw,-,s,sw,anti,ccw,-,s,w,1
I,beta7,eta9,tog,same,pro,cw,+,w,ne,anti,ccw,+,w,n,1
I,beta7,zeta15,tog,same,pro,cw,+,w,ne,anti,ccw,-,w,w,1
I,beta7,eta1,tog,same,pro,cw,-,w,nw,anti,ccw,+,w,n,1
I,beta7,eta15,tog,same,pro,cw,-,w,nw,anti,ccw,-,w,w,1
I,beta1,zeta9,tog,same,pro,cw,+,n,se,anti,ccw,+,n,n,1
I,beta1,zeta7,tog,same,pro,cw,+,n,se,anti,ccw,-,n,w,1
I,beta1,eta9,tog,same,pro,cw,-,n,ne,anti,ccw,+,n,n,1
I,beta1,zeta15,tog,same,pro,cw,-,n,ne,anti,ccw,-,n,w,1
I,beta7,zeta1,tog,same,pro,ccw,+,w,sw,anti,cw,+,w,n,1
I,beta7,eta7,tog,same,pro,ccw,+,w,sw,anti,cw,-,w,w,1
I,beta7,zeta9,tog,same,pro,ccw,-,w,se,anti,cw,+,w,n,1
I,beta7,zeta7,tog,same,pro,ccw,-,w,se,anti,cw,-,w,w,1
I,beta1,eta1,tog,same,pro,ccw,+,n,nw,anti,cw,+,n,n,1
I,beta1,eta15,tog,same,pro,ccw,+,n,nw,anti,cw,-,n,w,1
I,beta1,zeta1,tog,same,pro,ccw,-,n,sw,anti,cw,+,n,n,1
I,beta1,eta7,tog,same,pro,ccw,-,n,sw,anti,cw,-,n,w,1
I,beta5,zeta9,tog,same,pro,ccw,+,s,se,anti,cw,+,s,n,1
I,beta5,zeta7,tog,same,pro,ccw,+,s,se,anti,cw,-,s,w,1
I,beta5,eta9,tog,same,pro,ccw,-,s,ne,anti,cw,+,s,n,1
I,beta5,zeta15,tog,same,pro,ccw,-,s,ne,anti,cw,-,s,w,1
I,beta3,eta9,tog,same,pro,ccw,+,e,ne,anti,cw,+,e,n,1
I,beta3,zeta15,tog,same,pro,ccw,+,e,ne,anti,cw,-,e,w,1
I,beta3,eta1,tog,same,pro,ccw,-,e,nw,anti,cw,+,e,n,1
I,beta3,eta15,tog,same,pro,ccw,-,e,nw,anti,cw,-,e,w,1
J,alpha3,zeta1,tog,opp,pro,ccw,+,w,sw,pro,cw,+,e,n,1
J,alpha3,eta7,tog,opp,pro,ccw,+,w,sw,pro,cw,-,e,w,1
J,alpha3,zeta9,tog,opp,pro,ccw,-,w,se,pro,cw,+,e,n,1
J,alpha3,zeta7,tog,opp,pro,ccw,-,w,se,pro,cw,-,e,w,1
J,alpha5,eta1,split,opp,pro,ccw,+,n,nw,pro,cw,+,s,n,1
J,alpha5,eta15,split,opp,pro,ccw,+,n,nw,pro,cw,-,s,w,1
J,alpha5,zeta1,split,opp,pro,ccw,-,n,sw,pro,cw,+,s,n,1
J,alpha5,eta7,split,opp,pro,ccw,-,n,sw,pro,cw,-,s,w,1
J,alpha7,eta9,tog,opp,pro,ccw,+,e,ne,pro,cw,+,w,n,1
J,alpha7,zeta15,tog,opp,pro,ccw,+,e,ne,pro,cw,-,w,w,1
J,alpha7,eta1,tog,opp,pro,ccw,-,e,nw,pro,cw,+,w,n,1
J,alpha7,eta15,tog,opp,pro,ccw,-,e,nw,pro,cw,-,w,w,1
J,alpha1,zeta9,split,opp,pro,ccw,+,s,se,pro,cw,+,n,n,1
J,alpha1,zeta7,split,opp,pro,ccw,+,s,se,pro,cw,-,n,w,1
J,alpha1,eta9,split,opp,pro,ccw,-,s,ne,pro,cw,+,n,n,1
J,alpha1,zeta15,split,opp,pro,ccw,-,s,ne,pro,cw,-,n,w,1
J,alpha7,zeta1,tog,opp,pro,cw,+,e,sw,pro,ccw,+,w,n,1
J,alpha7,eta7,tog,opp,pro,cw,+,e,sw,pro,ccw,-,w,w,1
J,alpha7,zeta9,tog,opp,pro,cw,-,e,se,pro,ccw,+,w,n,1
J,alpha7,zeta7,tog,opp,pro,cw,-,e,se,pro,ccw,-,w,w,1
J,alpha1,eta1,split,opp,pro,cw,+,s,nw,pro,ccw,+,n,n,1
J,alpha1,eta15,split,opp,pro,cw,+,s,nw,pro,ccw,-,n,w,1
J,alpha1,zeta1,split,opp,pro,cw,-,s,sw,pro,ccw,+,n,n,1
J,alpha1,eta7,split,opp,pro,cw,-,s,sw,pro,ccw,-,n,w,1
J,alpha5,zeta9,split,opp,pro,cw,+,n,se,pro,ccw,+,s,n,1
J,alpha5,zeta7,split,opp,pro,cw,+,n,se,pro,ccw,-,s,w,1
J,alpha5,eta9,split,opp,pro,cw,-,n,ne,pro,ccw,+,s,n,1
J,alpha5,zeta15,split,opp,pro,cw,-,n,ne,pro,ccw,-,s,w,1
J,alpha3,eta9,tog,opp,pro,cw,+,w,ne,pro,ccw,+,e,n,1
J,alpha3,zeta15,tog,opp,pro,cw,+,w,ne,pro,ccw,-,e,w,1
J,alpha3,eta1,tog,opp,pro,cw,-,w,nw,pro,ccw,+,e,n,1
J,alpha3,eta15,tog,opp,pro,cw,-,w,nw,pro,ccw,-,e,w,1
K,alpha3,zeta1,tog,opp,anti,cw,+,w,sw,anti,ccw,+,e,n,1
K,alpha3,eta7,tog,opp,anti,cw,+,w,sw,anti,ccw,-,e,w,1
K,alpha3,zeta9,tog,opp,anti,cw,-,w,se,anti,ccw,+,e,n,1
K,alpha3,zeta7,tog,opp,anti,cw,-,w,se,anti,ccw,-,e,w,1
K,alpha5,eta1,split,opp,anti,cw,+,n,nw,anti,ccw,+,s,n,1
K,alpha5,eta15,split,opp,anti,cw,+,n,nw,anti,ccw,-,s,w,1
K,alpha5,zeta1,split,opp,anti,cw,-,n,sw,anti,ccw,+,s,n,1
K,alpha5,eta7,split,opp,anti,cw,-,n,sw,anti,ccw,-,s,w,1
K,alpha7,eta9,tog,opp,anti,cw,+,e,ne,anti,ccw,+,w,n,1
K,alpha7,zeta15,tog,opp,anti,cw,+,e,ne,anti,ccw,-,w,w,1
K,alpha7,eta1,tog,opp,anti,cw,-,e,nw,anti,ccw,+,w,n,1
K,alpha7,eta15,tog,opp,anti,cw,-,e,nw,anti,ccw,-,w,w,1
K,alpha1,zeta9,split,opp,anti,cw,+,s,se,anti,ccw,+,n,n,1
K,alpha1,zeta7,split,opp,anti,cw,+,s,se,anti,ccw,-,n,w,1
K,alpha1,eta9,split,opp,anti,cw,-,s,ne,anti,ccw,+,n,n,1
K,alpha1,zeta15,split,opp,anti,cw,-,s,ne,anti,ccw,-,n,w,1
K,alpha7,zeta1,tog,opp,anti,ccw,+,e,sw,anti,cw,+,w,n,1
K,alpha7,eta7,tog,opp,anti,ccw,+,e,sw,anti,cw,-,w,w,1
K,alpha7,zeta9,tog,opp,anti,ccw,-,e,se,anti,cw,+,w,n,1
K,alpha7,zeta7,tog,opp,anti,ccw,-,e,se,anti,cw,-,w,w,1
K,alpha1,eta1,split,opp,anti,ccw,+,s,nw,anti,cw,+,n,n,1
K,alpha1,eta15,split,opp,anti,ccw,+,s,nw,anti,cw,-,n,w,1
K,alpha1,zeta1,split,opp,anti,ccw,-,s,sw,anti,cw,+,n,n,1
K,alpha1,eta7,split,opp,anti,ccw,-,s,sw,anti,cw,-,n,w,1
K,alpha5,zeta9,split,opp,anti,ccw,+,n,se,anti,cw,+,s,n,1
K,alpha5,zeta7,split,opp,anti,ccw,+,n,se,anti,cw,-,s,w,1
K,alpha5,eta9,split,opp,anti,ccw,-,n,ne,anti,cw,+,s,n,1
K,alpha5,zeta15,split,opp,anti,ccw,-,n,ne,anti,cw,-,s,w,1
K,alpha3,eta9,tog,opp,anti,ccw,+,w,ne,anti,cw,+,e,n,1
K,alpha3,zeta15,tog,opp,anti,ccw,+,w,ne,anti,cw,-,e,w,1
K,alpha3,eta1,tog,opp,anti,ccw,-,w,nw,anti,cw,+,e,n,1
K,alpha3,eta15,tog,opp,anti,ccw,-,w,nw,anti,cw,-,e,w,1
L,alpha3,zeta1,tog,opp,anti,cw,+,w,sw,pro,cw,+,e,n,1
L,alpha3,eta7,tog,opp,anti,cw,+,w,sw,pro,cw,-,e,w,1
L,alpha3,zeta9,tog,opp,anti,cw,-,w,se,pro,cw,+,e,n,1
L,alpha3,zeta7,tog,opp,anti,cw,-,w,se,pro,cw,-,e,w,1
L,alpha5,eta1,split,opp,anti,cw,+,n,nw,pro,cw,+,s,n,1
L,alpha5,eta15,split,opp,anti,cw,+,n,nw,pro,cw,-,s,w,1
L,alpha5,zeta1,split,opp,anti,cw,-,n,sw,pro,cw,+,s,n,1
L,alpha5,eta7,split,opp,anti,cw,-,n,sw,pro,cw,-,s,w,1
L,alpha7,eta9,tog,opp,anti,cw,+,e,ne,pro,cw,+,w,n,1
L,alpha7,zeta15,tog,opp,anti,cw,+,e,ne,pro,cw,-,w,w,1
L,alpha7,eta1,tog,opp,anti,cw,-,e,nw,pro,cw,+,w,n,1
L,alpha7,eta15,tog,opp,anti,cw,-,e,nw,pro,cw,-,w,w,1
L,alpha1,zeta9,split,opp,anti,cw,+,s,se,pro,cw,+,n,n,1
L,alpha1,zeta7,split,opp,anti,cw,+,s,se,pro,cw,-,n,w,1
L,alpha1,eta9,split,opp,anti,cw,-,s,ne,pro,cw,+,n,n,1
L,alpha1,zeta15,split,opp,anti,cw,-,s,ne,pro,cw,-,n,w,1
L,alpha7,zeta1,tog,opp,anti,ccw,+,e,sw,pro,ccw,+,w,n,1
L,alpha7,eta7,tog,opp,anti,ccw,+,e,sw,pro,ccw,-,w,w,1
L,alpha7,zeta9,tog,opp,anti,ccw,-,e,se,pro,ccw,+,w,n,1
L,alpha7,zeta7,tog,opp,anti,ccw,-,e,se,pro,ccw,-,w,w,1
L,alpha1,eta1,split,opp,anti,ccw,+,s,nw,pro,ccw,+,n,n,1
L,alpha1,eta15,split,opp,anti,ccw,+,s,nw,pro,ccw,-,n,w,1
L,alpha1,zeta1,split,opp,anti,ccw,-,s,sw,pro,ccw,+,n,n,1
L,alpha1,eta7,split,opp,anti,ccw,-,s,sw,pro,ccw,-,n,w,1
L,alpha5,zeta9,split,opp,anti,ccw,+,n,se,pro,ccw,+,s,n,1
L,alpha5,zeta7,split,opp,anti,ccw,+,n,se,pro,ccw,-,s,w,1
L,alpha5,eta9,split,opp,anti,ccw,-,n,ne,pro,ccw,+,s,n,1
L,alpha5,zeta15,split,opp,anti,ccw,-,n,ne,pro,ccw,-,s,w,1
L,alpha3,eta9,tog,opp,anti,ccw,+,w,ne,pro,ccw,+,e,n,1
L,alpha3,zeta15,tog,opp,anti,ccw,+,w,ne,pro,ccw,-,e,w,1
L,alpha3,eta1,tog,opp,anti,ccw,-,w,nw,pro,ccw,+,e,n,1
L,alpha3,eta15,tog,opp,anti,ccw,-,w,nw,pro,ccw,-,e,w,1
L,alpha3,zeta1,tog,opp,pro,ccw,+,w,sw,anti,ccw,+,e,n,1
L,alpha3,eta7,tog,opp,pro,ccw,+,w,sw,anti,ccw,-,e,w,1
L,alpha3,zeta9,tog,opp,pro,ccw,-,w,se,anti,ccw,+,e,n,1
L,alpha3,zeta7,tog,opp,pro,ccw,-,w,se,anti,ccw,-,e,w,1
L,alpha5,eta1,split,opp,pro,ccw,+,n,nw,anti,ccw,+,s,n,1
L,alpha5,eta15,split,opp,pro,ccw,+,n,nw,anti,ccw,-,s,w,1
L,alpha5,zeta1,split,opp,pro,ccw,-,n,sw,anti,ccw,+,s,n,1
L,alpha5,eta7,split,opp,pro,ccw,-,n,sw,anti,ccw,-,s,w,1
L,alpha7,eta9,tog,opp,pro,ccw,+,e,ne,anti,ccw,+,w,n,1
L,alpha7,zeta15,tog,opp,pro,ccw,+,e,ne,anti,ccw,-,w,w,1
L,alpha7,eta1,tog,opp,pro,ccw,-,e,nw,anti,ccw,+,w,n,1
L,alpha7,eta15,tog,opp,pro,ccw,-,e,nw,anti,ccw,-,w,w,1
L,alpha1,zeta9,split,opp,pro,ccw,+,s,se,anti,ccw,+,n,n,1
L,alpha1,zeta7,split,opp,pro,ccw,+,s,se,anti,ccw,-,n,w,1
L,alpha1,eta9,split,opp,pro,ccw,-,s,ne,anti,ccw,+,n,n,1
L,alpha1,zeta15,split,opp,pro,ccw,-,s,ne,anti,ccw,-,n,w,1
L,alpha7,zeta1,tog,opp,pro,cw,+,e,sw,anti,cw,+,w,n,1
L,alpha7,eta7,tog,opp,pro,cw,+,e,sw,anti,cw,-,w,w,1
L,alpha7,zeta9,tog,opp,pro,cw,-,e,se,anti,cw,+,w,n,1
L,alpha7,zeta7,tog,opp,pro,cw,-,e,se,anti,cw,-,w,w,1
L,alpha1,eta1,split,opp,pro,cw,+,s,nw,anti,cw,+,n,n,1
L,alpha1,eta15,split,opp,pro,cw,+,s,nw,anti,cw,-,n,w,1
L,alpha1,zeta1,split,opp,pro,cw,-,s,sw,anti,cw,+,n,n,1
L,alpha1,eta7,split,opp,pro,cw,-,s,sw,anti,cw,-,n,w,1
L,alpha5,zeta9,split,opp,pro,cw,+,n,se,anti,cw,+,s,n,1
L,alpha5,zeta7,split,opp,pro,cw,+,n,se,anti,cw,-,s,w,1
L,alpha5,eta9,split,opp,pro,cw,-,n,ne,anti,cw,+,s,n,1
L,alpha5,zeta15,split,opp,pro,cw,-,n,ne,anti,cw,-,s,w,1
L,alpha3,eta9,tog,opp,pro,cw,+,w,ne,anti,cw,+,e,n,1
L,alpha3,zeta15,tog,opp,pro,cw,+,w,ne,anti,cw,-,e,w,1
L,alpha3,eta1,tog,opp,pro,cw,-,w,nw,anti,cw,+,e,n,1
L,alpha3,eta15,tog,opp,pro,cw,-,w,nw,anti,cw,-,e,w,1
M,gamma3,eta1,quarter,opp,pro,ccw,+,n,nw,pro,cw,+,e,n,1
M,gamma3,eta15,quarter,opp,pro,ccw,+,n,nw,pro,cw,-,e,w,1
M,gamma3,zeta1,quarter,opp,pro,ccw,-,n,sw,pro,cw,+,e,n,1
M,gamma3,eta7,quarter,opp,pro,ccw,-,n,sw,pro,cw,-,e,w,1
M,gamma5,eta9,quarter,opp,pro,ccw,+,e,ne,pro,cw,+,s,n,1
M,gamma5,zeta15,quarter,opp,pro,ccw,+,e,ne,pro,cw,-,s,w,1
M,gamma5,eta1,quarter,opp,pro,ccw,-,e,nw,pro,cw,+,s,n,1
M,gamma5,eta15,quarter,opp,pro,ccw,-,e,nw,pro,cw,-,s,w,1
M,gamma7,zeta9,quarter,opp,pro,ccw,+,s,se,pro,cw,+,w,n,1
M,gamma7,zeta7,quarter,opp,pro,ccw,+,s,se,pro,cw,-,w,w,1
M,gamma7,eta9,quarter,opp,pro,ccw,-,s,ne,pro,cw,+,w,n,1
M,gamma7,zeta15,quarter,opp,pro,ccw,-,s,ne,pro,cw,-,w,w,1
M,gamma1,zeta1,quarter,opp,pro,ccw,+,w,sw,pro,cw,+,n,n,1
M,gamma1,eta7,quarter,opp,pro,ccw,+,w,sw,pro,cw,-,n,w,1
M,gamma1,zeta9,quarter,opp,pro,ccw,-,w,se,pro,cw,+,n,n,1
M,gamma1,zeta7,quarter,opp,pro,ccw,-,w,se,pro,cw,-,n,w,1
M,gamma13,eta9,quarter,opp,pro,cw,+,w,ne,pro,ccw,+,s,n,1
M,gamma13,zeta15,quarter,opp,pro,cw,+,w,ne,pro,ccw,-,s,w,1
M,gamma13,eta1,quarter,opp,pro,cw,-,w,nw,pro,ccw,+,s,n,1
M,gamma13,eta15,quarter,opp,pro,cw,-,w,nw,pro,ccw,-,s,w,1
M,gamma15,zeta9,quarter,opp,pro,cw,+,n,se,pro,ccw,+,w,n,1
M,gamma15,zeta7,quarter,opp,pro,cw,+,n,se,pro,ccw,-,w,w,1
M,gamma15,eta9,quarter,opp,pro,cw,-,n,ne,pro,ccw,+,w,n,1
M,gamma15,zeta15,quarter,opp,pro,cw,-,n,ne,pro,ccw,-,w,w,1
M,gamma9,zeta1,quarter,opp,pro,cw,+,e,sw,pro,ccw,+,n,n,1
M,gamma9,eta7,quarter,opp,pro,cw,+,e,sw,pro,ccw,-,n,w,1
M,gamma9,zeta9,quarter,opp,pro,cw,-,e,se,pro,ccw,+,n,n,1
M,gamma9,zeta7,quarter,opp,pro,cw,-,e,se,pro,ccw,-,n,w,1
M,gamma11,eta1,quarter,opp,pro,cw,+,s,nw,pro,ccw,+,e,n,1
M,gamma11,eta15,quarter,opp,pro,cw,+,s,nw,pro,ccw,-,e,w,1
M,gamma11,zeta1,quarter,opp,pro,cw,-,s,sw,pro,ccw,+,e,n,1
M,gamma11,eta7,quarter,opp,pro,cw,-,s,sw,pro,ccw,-,e,w,1
N,gamma3,eta1,quarter,opp,anti,cw,+,n,nw,anti,ccw,+,e,n,1
N,gamma3,eta15,quarter,opp,anti,cw,+,n,nw,anti,ccw,-,e,w,1
N,gamma3,zeta1,quarter,opp,anti,cw,-,n,sw,anti,ccw,+,e,n,1
N,gamma3,eta7,quarter,opp,anti,cw,-,n,sw,anti,ccw,-,e,w,1
N,gamma5,eta9,quarter,opp,anti,cw,+,e,ne,anti,ccw,+,s,n,1
N,gamma5,zeta15,quarter,opp,anti,cw,+,e,ne,anti,ccw,-,s,w,1
N,gamma5,eta1,quarter,opp,anti,cw,-,e,nw,anti,ccw,+,s,n,1
N,gamma5,eta15,quarter,opp,anti,cw,-,e,nw,anti,ccw,-,s,w,1
N,gamma7,zeta9,quarter,opp,anti,cw,+,s,se,anti,ccw,+,w,n,1
N,gamma7,zeta7,quarter,opp,anti,cw,+,s,se,anti,ccw,-,w,w,1
N,gamma7,eta9,quarter,opp,anti,cw,-,s,ne,anti,ccw,+,w,n,1
N,gamma7,zeta15,quarter,opp,anti,cw,-,s,ne,anti,ccw,-,w,w,1
N,gamma1,zeta1,quarter,opp,anti,cw,+,w,sw,anti,ccw,+,n,n,1
N,gamma1,eta7,quarter,opp,anti,cw,+,w,sw,anti,ccw,-,n,w,1
N,gamma1,zeta9,quarter,opp,anti,cw,-,w,se,anti,ccw,+,n,n,1
N,gamma1,zeta7,quarter,opp,anti,cw,-,w,se,anti,ccw,-,n,w,1
N,gamma15,zeta9,quarter,opp,anti,ccw,+,n,se,anti,cw,+,w,n,1
N,gamma15,zeta7,quarter,opp,anti,ccw,+,n,se,anti,cw,-,w,w,1
N,gamma15,eta9,quarter,opp,anti,ccw,-,n,ne,anti,cw,+,w,n,1
N,gamma15,zeta15,quarter,opp,anti,ccw,-,n,ne,anti,cw,-,w,w,1
N,gamma9,zeta1,quarter,opp,anti,ccw,+,e,sw,anti,cw,+,n,n,1
N,gamma9,eta7,quarter,opp,anti,ccw,+,e,sw,anti,cw,-,n,w,1
N,gamma9,zeta9,quarter,opp,anti,ccw,-,e,se,anti,cw,+,n,n,1
N,gamma9,zeta7,quarter,opp,anti,ccw,-,e,se,anti,cw,-,n,w,1
N,gamma13,eta9,quarter,opp,anti,ccw,+,w,ne,anti,cw,+,s,n,1
N,gamma13,zeta15,quarter,opp,anti,ccw,+,w,ne,anti,cw,-,s,w,1
N,gamma13,eta1,quarter,opp,anti,ccw,-,w,nw,anti,cw,+,s,n,1
N,gamma13,eta15,quarter,opp,anti,ccw,-,w,nw,anti,cw,-,s,w,1
N,gamma11,eta1,quarter,opp,anti,ccw,+,s,nw,anti,cw,+,e,n,1
N,gamma11,eta15,quarter,opp,anti,ccw,+,s,nw,anti,cw,-,e,w,1
N,gamma11,zeta1,quarter,opp,anti,ccw,-,s,sw,anti,cw,+,e,n,1
N,gamma11,eta7,quarter,opp,anti,ccw,-,s,sw,anti,cw,-,e,w,1
O,gamma3,eta1,quarter,opp,anti,cw,+,n,nw,pro,cw,+,e,n,1
O,gamma3,eta15,quarter,opp,anti,cw,+,n,nw,pro,cw,-,e,w,1
O,gamma3,zeta1,quarter,opp,anti,cw,-,n,sw,pro,cw,+,e,n,1
O,gamma3,eta7,quarter,opp,anti,cw,-,n,sw,pro,cw,-,e,w,1
O,gamma5,eta9,quarter,opp,anti,cw,+,e,ne,pro,cw,+,s,n,1
O,gamma5,zeta15,quarter,opp,anti,cw,+,e,ne,pro,cw,-,s,w,1
O,gamma5,eta1,quarter,opp,anti,cw,-,e,nw,pro,cw,+,s,n,1
O,gamma5,eta15,quarter,opp,anti,cw,-,e,nw,pro,cw,-,s,w,1
O,gamma7,zeta9,quarter,opp,anti,cw,+,s,se,pro,cw,+,w,n,1
O,gamma7,zeta7,quarter,opp,anti,cw,+,s,se,pro,cw,-,w,w,1
O,gamma7,eta9,quarter,opp,anti,cw,-,s,ne,pro,cw,+,w,n,1
O,gamma7,zeta15,quarter,opp,anti,cw,-,s,ne,pro,cw,-,w,w,1
O,gamma1,zeta1,quarter,opp,anti,cw,+,w,sw,pro,cw,+,n,n,1
O,gamma1,eta7,quarter,opp,anti,cw,+,w,sw,pro,cw,-,n,w,1
O,gamma1,zeta9,quarter,opp,anti,cw,-,w,se,pro,cw,+,n,n,1
O,gamma1,zeta7,quarter,opp,anti,cw,-,w,se,pro,cw,-,n,w,1
O,gamma15,zeta9,quarter,opp,anti,ccw,+,n,se,pro,ccw,+,w,n,1
O,gamma15,zeta7,quarter,opp,anti,ccw,+,n,se,pro,ccw,-,w,w,1
O,gamma15,eta9,quarter,opp,anti,ccw,-,n,ne,pro,ccw,+,w,n,1
O,gamma15,zeta15,quarter,opp,anti,ccw,-,n,ne,pro,ccw,-,w,w,1
O,gamma9,zeta1,quarter,opp,anti,ccw,+,e,sw,pro,ccw,+,n,n,1
O,gamma9,eta7,quarter,opp,anti,ccw,+,e,sw,pro,ccw,-,n,w,1
O,gamma9,zeta9,quarter,opp,anti,ccw,-,e,se,pro,ccw,+,n,n,1
O,gamma9,zeta7,quarter,opp,anti,ccw,-,e,se,pro,ccw,-,n,w,1
O,gamma13,eta9,quarter,opp,anti,ccw,+,w,ne,pro,ccw,+,s,n,1
O,gamma13,zeta15,quarter,opp,anti,ccw,+,w,ne,pro,ccw,-,s,w,1
O,gamma13,eta1,quarter,opp,anti,ccw,-,w,nw,pro,ccw,+,s,n,1
O,gamma13,eta15,quarter,opp,anti,ccw,-,w,nw,pro,ccw,-,s,w,1
O,gamma11,eta1,quarter,opp,anti,ccw,+,s,nw,pro,ccw,+,e,n,1
O,gamma11,eta15,quarter,opp,anti,ccw,+,s,nw,pro,ccw,-,e,w,1
O,gamma11,zeta1,quarter,opp,anti,ccw,-,s,sw,pro,ccw,+,e,n,1
O,gamma11,eta7,quarter,opp,anti,ccw,-,s,sw,pro,ccw,-,e,w,1
O,gamma3,eta1,quarter,opp,pro,ccw,+,n,nw,anti,ccw,+,e,n,1
O,gamma3,eta15,quarter,opp,pro,ccw,+,n,nw,anti,ccw,-,e,w,1
O,gamma3,zeta1,quarter,opp,pro,ccw,-,n,sw,anti,ccw,+,e,n,1
O,gamma3,eta7,quarter,opp,pro,ccw,-,n,sw,anti,ccw,-,e,w,1
O,gamma5,eta9,quarter,opp,pro,ccw,+,e,ne,anti,ccw,+,s,n,1
O,gamma5,zeta15,quarter,opp,pro,ccw,+,e,ne,anti,ccw,-,s,w,1
O,gamma5,eta1,quarter,opp,pro,ccw,-,e,nw,anti,ccw,+,s,n,1
O,gamma5,eta15,quarter,opp,pro,ccw,-,e,nw,anti,ccw,-,s,w,1
O,gamma7,zeta9,quarter,opp,pro,ccw,+,s,se,anti,ccw,+,w,n,1
O,gamma7,zeta7,quarter,opp,pro,ccw,+,s,se,anti,ccw,-,w,w,1
O,gamma7,eta9,quarter,opp,pro,ccw,-,s,ne,anti,ccw,+,w,n,1
O,gamma7,zeta15,quarter,opp,pro,ccw,-,s,ne,anti,ccw,-,w,w,1
O,gamma1,zeta1,quarter,opp,pro,ccw,+,w,sw,anti,ccw,+,n,n,1
O,gamma1,eta7,quarter,opp,pro,ccw,+,w,sw,anti,ccw,-,n,w,1
O,gamma1,zeta9,quarter,opp,pro,ccw,-,w,se,anti,ccw,+,n,n,1
O,gamma1,zeta7,quarter,opp,pro,ccw,-,w,se,anti,ccw,-,n,w,1
O,gamma15,zeta9,quarter,opp,pro,cw,+,n,se,anti,cw,+,w,n,1
